nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
,,Bauria,"22.498583700077745","88.17487099959703",,,"3",Fort Gloster SGH COVAXIN,"711310",HAORA,WEST BENGAL,Health Facilities All States,Uluberia Municipality,
,,"Dhanyakuria, Basirhat","22.699989599940125","88.75781770032665",,,"3",Dhanyakuria RH,"700124",NORTH 24 PARGANA,WEST BENGAL,Health Facilities All States,Barasat Municipality,
,,Kolloli RH,"23.435231300084467","86.66588679963616",,,"3",KASHIPUR COVAXIN,"723132",PURULIYA,WEST BENGAL,Health Facilities All States,Kashipur,
,,Ghutiarisarif,"22.367537800129412","88.54989719969609",,,"3",GHutiarisarif BPHC SC,"743329",SOUTH 24 PARGANAS,WEST BENGAL,Health Facilities All States,Canning-I,
,,JHALDA,"23.36419159976259","85.96122620032895",,,"3",JHALDA,"723202",PURULIYA,WEST BENGAL,Health Facilities All States,Jhalda-I,
,,Nakrakonda,"23.807476800014342","87.25934539967051",,,"3",Nakrakonda BPHC,"731125",BIRBHUM,WEST BENGAL,Health Facilities All States,Khoyrasole,
,,"58, Canal Circular Road, Kadapara, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054","22.596831299824657","88.38975539959205",,,"3",Apollo Gleneagles Hospital SS3,"700067",KOLKATA,WEST BENGAL,Health Facilities All States,Borough-III,
,,Murshidabad Medical Collage,"24.089055000288056","88.25905650035725",,,"3",MMCH COVISHIELD,"742101",MURSIDABAD,WEST BENGAL,Health Facilities All States,Berhampore Municipality,
,,"Village-Sagardighi,PO-Sagardighi,PS-Sagardighi","24.29005319969548","88.0887637996097",,,"3",Sagardighi RH COVISHIELD,"742226",MURSIDABAD,WEST BENGAL,Health Facilities All States,Sagardighi,
,,Katwa,"23.64174939971508","88.12659800019759",,,"3",Katwa SDH  Revenue,"713130",BARDHAMAN,WEST BENGAL,Health Facilities All States,Katwa Municipality,
,,Ramganj,"26.31995929958208","88.2901966998179",,,"3",Ramganj BPHC,"733207",UTTAR_DINAJPUR,WEST BENGAL,Health Facilities All States,ISLAMPUR,
,,"Contai SD Hospital, Contai Municipality, Ward No-01","21.78192809980203","87.77548580032948",,,"3",Contai SDH Nursing Training C.,"721401",EASTMEDNIPUR,WEST BENGAL,Health Facilities All States,Contai Municipality,
,,Bararankua,"21.67746970016657","87.59182190026053",,,"3",Bararankua Rural Hospital,"721423",EASTMEDNIPUR,WEST BENGAL,Health Facilities All States,Ramnagar-II,
HS24004380,Paid,"Near Kamana Cross Road,VISNAGAR","23.684228300096038","72.54907999974228",DR. TEJAS PATEL,"9409282551","2",Nootan General Hospital,"384315",MAHESANA,GUJARAT,Private PMJAY,,
,,Polytechnic College Jodhpur,"26.264281699740707","73.02142110010374",,,"3",Polytechnic College 7,"342001",JODHPUR,RAJASTHAN,Health Facilities All States,Jodhpur,
,,BARMER DH PSYCHO UNIT FLW PRI,"25.752146699610535","71.39668649958236",,,"3",BARMER DH PSYCHO UNIT  PRI,"344001",BARMER,RAJASTHAN,Health Facilities All States,Barmer,
,,PHC RAJOLA KALAN,"26.10717800016465","73.36187099984681",,,"3",PHC RAJOLA KALAN,"306104",PALI,RAJASTHAN,Health Facilities All States,Sojat,
,,Dadai PHC,"25.322797400079992","73.38781590038354",,,"3",Dadai PHC,"306601",PALI,RAJASTHAN,Health Facilities All States,Desuri,
,,City Dispensary No 3 UPHC 3 Near Maheswari Bhawan Jassusar GateBikaner,"28.01817749999168","73.29473350015098",,,"3",City Dispensary No 3 UPHC 3,"334001",BIKANER,RAJASTHAN,Health Facilities All States,Urban,
,,SATELITE HOSPITAL GANGASHAHAR,"28.020522799687512","73.30251869997807",,,"3",SATE HOSP GANGASHAHAR MOHUA,"334001",BIKANER,RAJASTHAN,Health Facilities All States,Urban,
,,ESI No2 near Mausam vibhag Meera Chok Sriganganagar,"29.922454800448747","73.88651660026096",,,"3",ESI No 2 for Police,"335001",GANGANAGAR,RAJASTHAN,Health Facilities All States,urban,
,,Nagar CHC,"27.424203699940847","77.09961299994006",,,"3",Nagar CHC,"321205",BHARATPUR,RAJASTHAN,Health Facilities All States,Nagar,
,,Gurukripa Hospital Piprali Road,"27.62246849992141","75.1604125000369",,,"3",Gurukripa Hospital,"332001",SIKAR,RAJASTHAN,Health Facilities All States,Sikar Urban,
,,PHC BARLOOT,"24.993467100326484","72.71710520024487",,,"3",BARLOOT PHC 27-01-2021,"307801",SIROHI,RAJASTHAN,Health Facilities All States,Sirohi,
,,CHAINPURA CHOTA PHC,"28.888102800204138","75.28436269957899",,,"3",SIDHMUKH PHC,"331701",CHURU,RAJASTHAN,Health Facilities All States,Rajgarh,
,,Amarwasi,"25.716386799711074","75.34923419999836",,,"3",PHC Amarwasi,"311201",BHILWARA,RAJASTHAN,Health Facilities All States,Jahazpur,
,,CHC Anta Hospital,"25.15763959978773","76.29506660034338",,,"3",Anta Block All Dept,"325202",BARAN,RAJASTHAN,Health Facilities All States,Anta,
,,Dhola PHC,"25.432732500104862","73.22432349972979",,,"3",Dhola PHC,"306422",PALI,RAJASTHAN,Health Facilities All States,Sumerpur,
,,MORAK CHC,"24.726538199678203","75.97390030025872",,,"3",MHA MORAK CHC,"326517",KOTA,RAJASTHAN,Health Facilities All States,Khairabad,
,,Lambaharisingh,"26.307866000015963","75.16330400027942",,,"3",PHC Lamba Hari Singh,"304503",TONK,RAJASTHAN,Health Facilities All States,Malpura,
,,Barjangsar(Chc),"27.850360300087857","74.09730219973676",,,"3",Barjangsar(Chc),"331403",BIKANER,RAJASTHAN,Health Facilities All States,Sardarsahar,
,,CHC CHOHTAN,"25.480628599930014","71.07224270034038",,,"3",CHC CHOHTAN ALL COVAXIN,"344702",BARMER,RAJASTHAN,Health Facilities All States,Chohtan,
,,JW GLOBAL HOSPITAL AND RESEARCH CENTER Mt ABU,"24.596484099961287","72.71567040026883",,,"3",JW HOSPITAL 3,"307008",SIROHI,RAJASTHAN,Health Facilities All States,Aburoad,
,,Commandant Home Guard Office behind Mayur Mill.,"23.546139400013374","74.43497610006705",,,"3",Com HomeGuard behind Mayur Mil,"327001",BANSWARA,RAJASTHAN,Health Facilities All States,Banswara Urban,
,,PHC Hasampura,"27.763328900108718","76.0232337999999",,,"3",PHC Hasampura,"332714",SIKAR,RAJASTHAN,Health Facilities All States,Neem Ka Thana,
,,Sekhsar PHC,"28.629235200244352","73.9947563001632",,,"3",Sekhsar PHC,"334603",BIKANER,RAJASTHAN,Health Facilities All States,Loonkaransar,
,,CHC RANIGAON SITE PE 2,"25.594481000198073","71.3096969999167",,,"3",CHC RANIGAON SITE PE 2,"344012",BARMER,RAJASTHAN,Health Facilities All States,Barmer,
,,PHC Dhar,"24.62362470041961","73.58885750017356",,,"3",PHC DHar,"313011",UDAIPUR,RAJASTHAN,Health Facilities All States,Badgaon,
,,Nikach PHC,"27.717934400352362","76.81659279971797",,,"3",Nikach PHC,"301025",ALWAR,RAJASTHAN,Health Facilities All States,Ramgarh,
,,CHC Balesar,"26.40983110032505","72.50172069985047",,,"3",Balesar  19Feb,"342023",JODHPUR,RAJASTHAN,Health Facilities All States,Baleser,
,,ABS Hospital,"26.684630200223637","75.23251350019791",,,"3",ABS Hospital,"303008",JAIPUR,RAJASTHAN,Health Facilities All States,Dudu,
,,CHC Padampur Padampur Sriganganagar,"29.707549000186248","73.62565740036877",,,"3",CHC Padampur  MoHUA,"335041",GANGANAGAR,RAJASTHAN,Health Facilities All States,Padampur,
,,JAMWARAMGARH,"27.02037199976803","76.01199329965112",,,"3",JAMWARAMGARH,"303109",JAIPUR,RAJASTHAN,Health Facilities All States,Jamwa Ramgarh,
,,Sointra PHC,"26.266710100390867","72.38196369996484",,,"3",Sointra PHC,"342022",JODHPUR,RAJASTHAN,Health Facilities All States,Shergarh,
,,Lakhola,"25.170055100362617","74.29568749987828",,,"3",Lakhola PHC,"311807",BHILWARA,RAJASTHAN,Health Facilities All States,Sahada,
,,Bhagwanpura,"25.53753009973434","74.43886870043025",,,"3",PHC Bhagwanpura,"311804",BHILWARA,RAJASTHAN,Health Facilities All States,Mandal,
,,Bishniya,"25.57059799959808","75.04176819984258",,,"3",PHC BISHNIYA,"311301",BHILWARA,RAJASTHAN,Health Facilities All States,Kotri,
,,CHC Anoopgarh Anoopgarh Sriganganagar,"29.18115330018469","73.19986040043716",,,"3",CHC Anoopgarh PRI,"335701",GANGANAGAR,RAJASTHAN,Health Facilities All States,Anoopgarh,
,,CHC GHATOL PRI,"23.763919000061833","74.41127080010739",,,"3",CHC GHATOL PRI,"327001",BANSWARA,RAJASTHAN,Health Facilities All States,Ghatol,
,,govt bdk hospital jhunjhunu,"28.116822199884666","75.39499309965186",,,"3",BDK  Session,"333001",JHUNJHUNUN,RAJASTHAN,Health Facilities All States,Jhunjhunu Urban,
,,Chaumehla CHC,"23.944218399659462","75.59906579964701",,,"3",Chaumehla CHC-1,"326515",JHALAWAR,RAJASTHAN,Health Facilities All States,Dag,
,,Jaswantgarh,"27.64746000037877","74.45789050024644",,,"3",PHC jaswantgarh,"341304",NAGAUR,RAJASTHAN,Health Facilities All States,Ladnun,
,,CITY DISPENSARY 1 BIKANER,"28.01036700043676","73.31610480039626",,,"3",CITY DISPENSARY 1 REMAIN 2,"334001",BIKANER,RAJASTHAN,Health Facilities All States,Urban,
,,BANIPARK,"26.936377499721914","75.79001739998307",,,"3",4 BANIPARK,"302016",JAIPUR,RAJASTHAN,Health Facilities All States,Jaipur I Urban,
,,panchayat bhawan Bedla,"24.64694360036691","73.69482340007988",,,"3",panchayat bhawan Bedla,"313011",UDAIPUR,RAJASTHAN,Health Facilities All States,Badgaon,
,,Bhinmal CHC,"25.009916900244775","72.26343789983929",,,"3",Bhinmal CHC Site A,"343029",JALOR,RAJASTHAN,Health Facilities All States,Bhinmal,
HOSP24P70979,Paid,Saraswati Shopping Centre,"23.1029233000703","72.59564999974776",MR KB PATEL,"9879971646","2",SHREEJI HOSPITAL,"380005",GANDHINAGAR,GUJARAT,Private PMJAY,,
,,CHIRAWA,"28.231819300420455","75.647901899653",,,"3",CHC CHIRAWA TEAM 2,"333026",JHUNJHUNUN,RAJASTHAN,Health Facilities All States,Chidawa,
,,PHC Hindumalkot Block Ganganagar District Ganganagar,"29.93898320021458","73.86472249994347",,,"3",PHC Hindumalkot Police,"335901",GANGANAGAR,RAJASTHAN,Health Facilities All States,Sri Ganganagar,
,,BUHANA,"28.205864299597806","75.87626929998828",,,"3",CHC BUHANA 3,"333502",JHUNJHUNUN,RAJASTHAN,Health Facilities All States,Buhana,
,,Bamori kalan,"25.40863989991152","76.54015269968738",,,"3",MHA ANTA and Mangrol Dept,"325206",BARAN,RAJASTHAN,Health Facilities All States,Anta,
,,BASNA,"27.107507300221755","75.99421620021752",,,"3",HWC BANSA PHC,"302028",JAIPUR,RAJASTHAN,Health Facilities All States,Jamwa Ramgarh,
,,Kudan CHC,"27.75114660003561","75.16329370034407",,,"3",Kudan CHC Feb 19,"332031",SIKAR,RAJASTHAN,Health Facilities All States,Kudan,
,,CHC GADRA ROAD HCW,"25.745978399883313","70.65202010044732",,,"3",CHC GADRA ROAD,"344701",BARMER,RAJASTHAN,Health Facilities All States,Shiv Block,
,,CHC PAKKASARNA,"29.63441359980783","74.25314650041071",,,"3",PHC PAKKASARNA B,"335512",HANUMANGARH,RAJASTHAN,Health Facilities All States,Hanumangarh,
,,CHC SHAHPURA,"27.384289300011233","75.96114370032154",,,"3",PRI SHAHPURA 15 FEB,"303103",JAIPUR,RAJASTHAN,Health Facilities All States,SHAHPURA,
,,RAMSAR CHC REVENUE FLW,"25.72892040015637","70.8744255001368",,,"3",RAMSAR CHC REVENUE,"344502",BARMER,RAJASTHAN,Health Facilities All States,Barmer,
,,ANANDPURI CHC MHA,"23.380347399612845","74.0219738996758",,,"3",ANANDPURI CHC MHA,"327031",BANSWARA,RAJASTHAN,Health Facilities All States,Anandpuri,
,,NOKHA BIKANER,"27.55810400039934","73.4735456998742",,,"3",BLOCK NOKHA FINAL REMAIN,"334803",BIKANER,RAJASTHAN,Health Facilities All States,Nokha,
,,CHC GIDA PE 2 NEW,"26.140796199684928","71.96670840017259",,,"3",CHC GIDA PE 2 NEW,"344037",BARMER,RAJASTHAN,Health Facilities All States,Baytu,
,,CHC GIDA FLW PRI,"26.056000800296772","71.90456489965044",,,"3",CHC GIDA  PRI,"344037",BARMER,RAJASTHAN,Health Facilities All States,Baytu,
,,Khandela CHC,"27.60409499978448","75.50146410018812",,,"3",Khandela CHC 19Feb,"332709",SIKAR,RAJASTHAN,Health Facilities All States,Khandela,
,,Phc veerwara,"24.84313199974207","72.97705910029731",,,"3",Veerwara PhC 1,"307022",SIROHI,RAJASTHAN,Health Facilities All States,Pindwara,
,,Vigyan Nagar UPHC,"25.1544477997262","75.860360200363",,,"3",Education Vigyan Nagar UPHC,"324005",KOTA,RAJASTHAN,Health Facilities All States,Urban,
,,CHC Anoopgarh Anoopgarh,"29.193138100143244","73.2088532000152",,,"3",Anoopgarh MOPUP,"335701",GANGANAGAR,RAJASTHAN,Health Facilities All States,Anoopgarh,
,,Hanumangarh Town DH,"29.58150120032019","74.32941989980861",,,"3",DH Hanumangarh Town,"335513",HANUMANGARH,RAJASTHAN,Health Facilities All States,Hanumangarh,
,,CHC MAKRANA,"27.036402999798668","74.72900059999773",,,"3",CHC MAKRANA,"341505",NAGAUR,RAJASTHAN,Health Facilities All States,Makrana,
,,BIJOLIYAN,"25.163590400276803","75.32664159973012",,,"3",CHC BIJOLIYAN,"311602",BHILWARA,RAJASTHAN,Health Facilities All States,Mandalgarh,
,,Sanchore CHC,"24.752608800255985","71.7693371000272",,,"3",Sanchore CHC SITE B,"343041",JALOR,RAJASTHAN,Health Facilities All States,Sanchore,
,,Fortis Hospital,"26.846287699717607","75.80337620035141",,,"3",Fortis Hospital,"302017",JAIPUR,RAJASTHAN,Health Facilities All States,Jaipur II Urban,
,,Others Rahmat Madarsa,"26.294434600076784","73.03685720039954",,,"3",Rajiv Seva Kendra Both,"342006",JODHPUR,RAJASTHAN,Health Facilities All States,Jodhpur,
,,UPHC ward 4 and 5 purani Abadi near Doordarshan Kendra Purani Abadi sriganganagar,"29.926591099999314","73.85660870043125",,,"3",UPHC Ward 4 and 5 Homeguard,"335001",GANGANAGAR,RAJASTHAN,Health Facilities All States,urban,
,,S K Hospital Sikar Police Site,"27.627811400076098","75.15843329995687",,,"3",S K Hospital Sikar Police Site,"332001",SIKAR,RAJASTHAN,Health Facilities All States,Sikar Urban,
,,PHC Jhakhranwali,"29.401196400293713","74.10050439955847",,,"3",PHC Jhakhranwali 2,"335803",HANUMANGARH,RAJASTHAN,Health Facilities All States,Pilibanga,
,,Mandawari CHC,"26.48726040014742","76.43474170036922",,,"3",chc Mandawari,"303504",DAUSA,RAJASTHAN,Health Facilities All States,Lalsot,
,,Indira Education institute,"24.564046800219728","73.72974449960901",,,"3",Indira Education institute,"313001",UDAIPUR,RAJASTHAN,Health Facilities All States,Girwa,
,,Jeenmata PHC,"27.44381189999922","75.19891319988432",,,"3",Jeenmata PHC,"332406",SIKAR,RAJASTHAN,Health Facilities All States,Danta,
,,Phc Bhonawas,"27.578203799565756","76.03264690043414",,,"3",Phc Bhonawas,"303106",JAIPUR,RAJASTHAN,Health Facilities All States,Kotputli,
,,KERAP,"27.29850549982899","74.38902349993464",,,"3",Phc KERAP,"341305",NAGAUR,RAJASTHAN,Health Facilities All States,Didwana,
,,Bhatewar PHC,"24.645736700288523","74.09550700004809",,,"3",Bhatewar PHC,"313601",UDAIPUR,RAJASTHAN,Health Facilities All States,Bhinder,
,,Dr lal path lab,"24.592056099909144","73.69186040013739",,,"3",Dr lal path lab,"313001",UDAIPUR,RAJASTHAN,Health Facilities All States,Udaipur Urban,
,,Chc Khetri,"27.999781600440542","75.78421910023133",,,"3",Chc Khetri 2,"333503",JHUNJHUNUN,RAJASTHAN,Health Facilities All States,Khetdi,
,,Raniwara CHC,"24.749484899908282","72.20559370008925",,,"3",CHC Raniwara (-Rev),"343040",JALOR,RAJASTHAN,Health Facilities All States,Raniwara,
,,Police Line Jodhpur,"26.287719999978094","73.0264198000338",,,"3",Police Line 1 Home Aff,"342001",JODHPUR,RAJASTHAN,Health Facilities All States,Jodhpur,
,,BHADANA UPHC,"25.232297500229492","75.93471129978673",,,"3",MHA BHADANA UPHC,"324002",KOTA,RAJASTHAN,Health Facilities All States,Urban,
,,Chc Peeplu,"26.293286700021213","75.71521890043198",,,"3",Chc Peeplu,"304801",TONK,RAJASTHAN,Health Facilities All States,Tonk Rural,
,,Sanganer CHCNP,"26.81335650040222","75.78529539986289",,,"3",Sanganer CHCNP,"302029",JAIPUR,RAJASTHAN,Health Facilities All States,Sanganer,
,,CHC Simalwara,"23.567626800036862","73.7536695003472",,,"3",CHC Simalwara,"314403",DUNGARPUR,RAJASTHAN,Health Facilities All States,Simalwara,
,,Sub District Hospitals Sagwara,"23.669683999916685","74.02417810023917",,,"3",SDH Sagwara MoHUA,"314025",DUNGARPUR,RAJASTHAN,Health Facilities All States,Sagwara,
HS24019095,Paid,"Near Kalali Village, Atladra","22.256897100121137","73.16312999984967",Dr. Gaurangbhai,"942711891","2",RAMKRISHNA PARAMHANS HOSPITAL,"390012",VADODARA,GUJARAT,Private PMJAY,,
,,Police line Site 3,"26.479722600217883","74.65321779966177",,,"3",Jail Dispensary P3,"305001",AJMER,RAJASTHAN,Health Facilities All States,Ajmer Urban,
,,SIMLA PHC,"28.69324750007212","74.57122620042884",,,"3",SIMLA PHC,"331403",CHURU,RAJASTHAN,Health Facilities All States,Sardarsahar,
,,RNT site-7,"24.60630439992815","73.68251070010876",,,"3",RNT site-7,"313001",UDAIPUR,RAJASTHAN,Health Facilities All States,Udaipur Urban,
,,PHC Karawali,"24.236849999927585","74.07187019965005",,,"3",PHC Karawali,"313706",UDAIPUR,RAJASTHAN,Health Facilities All States,Salumbar,
,,PHC Navagaon,"23.625031400378873","74.18858249978257",,,"3",PHC Navagaon,"327001",BANSWARA,RAJASTHAN,Health Facilities All States,Talwara,
,,Gurunanak Basti UPHC Sri GanganagarRajasthan,"29.927482800291045","73.8791462999618",,,"3",uphc gurunanak basti,"335001",GANGANAGAR,RAJASTHAN,Health Facilities All States,urban,
,,PHC KAKKU NOKHA,"27.55810400039934","73.4735456998742",,,"3",PHC KAKKU,"334803",BIKANER,RAJASTHAN,Health Facilities All States,Nokha,
,,Malwara PHC,"24.77829709993125","72.28819070044051",,,"3",Malwara PHC Site B,"343039",JALOR,RAJASTHAN,Health Facilities All States,Raniwara,
,,CHC Bali,"25.19406599984609","73.29135030007632",,,"3",CHC Bali,"306701",PALI,RAJASTHAN,Health Facilities All States,Bali,
,,PHC CHITAVA,"27.26315059972046","74.98662870035429",,,"3",PHC CHITAVA,"341519",NAGAUR,RAJASTHAN,Health Facilities All States,Kuchaman,
,,Zone Purana Police HQ,"26.919133299861926","75.84926630029958",,,"3",Zone Purana Police HQ NNM,"302031",JAIPUR,RAJASTHAN,Health Facilities All States,Sirsi,
,,UPHC KHANDU COLONY 1,"23.532367100361455","74.42679260039824",,,"3",UPHC KHANDU COLONY 1,"327001",BANSWARA,RAJASTHAN,Health Facilities All States,Banswara Urban,
,,NIMBI Jodhan,"27.533460200328022","74.34408420012579",,,"3",CHC NIMBI JODHAN,"341316",NAGAUR,RAJASTHAN,Health Facilities All States,Ladnun,
,,Denok PHC,"27.147435799722416","72.71710520024487",,,"3",Denok PHC,"342308",JODHPUR,RAJASTHAN,Health Facilities All States,Phalodi,
,,Fatehpur Block,"27.994140899682805","74.96188259970228",,,"3",Fatehpur Block,"332301",SIKAR,RAJASTHAN,Health Facilities All States,Fatehpur,
,,JHADOL,"25.26566169972773","74.0857893999609",,,"3",JHADOL PHC,"311805",BHILWARA,RAJASTHAN,Health Facilities All States,Raipur,
,,PHC Chupana,"23.81193269973437","74.82731839992425",,,"3",PHC Chupana,"312615",PRATAPGARH,RAJASTHAN,Health Facilities All States,Arnod,
,,1 C 12 Sheela Choudhary Road,"25.152500200024235","75.84787039959934",,,"3",RadhaKrishna Hops Talwandi 01,"324001",KOTA,RAJASTHAN,Health Facilities All States,Urban,
,,khejroli,"27.331800799567304","75.69666850005132",,,"3",khejroli,"303803",JAIPUR,RAJASTHAN,Health Facilities All States,Govindgarh,
,,Baluheda,"24.950019600424298","76.16326750019505",,,"3",Baluheda PHC,"325602",KOTA,RAJASTHAN,Health Facilities All States,Sangod,
,,Khoramulla,"27.04838190020456","76.92743829963786",,,"3",Khoramulla PHC,"321608",DAUSA,RAJASTHAN,Health Facilities All States,Mahua,
,,PHC Rayana,"23.506306600069593","74.16505429971619",,,"3",PHC Rayana,"327034",BANSWARA,RAJASTHAN,Health Facilities All States,Partapur,
,,Govt. Hospital Laxmangarh,"27.816739100429174","75.03206299960777",,,"3",Govt. Hospital Laxmangarh,"332318",SIKAR,RAJASTHAN,Health Facilities All States,Laxmangarh,
,,CHC SIWANA PE 2,"25.65169609989516","72.42450919963989",,,"3",CHC SIWANA PE 2,"344044",BARMER,RAJASTHAN,Health Facilities All States,Siwana,
,,Awc Silawato Ka Bas Balesar,"26.40983110032505","72.50172069985047",,,"3",Balesar,"342023",JODHPUR,RAJASTHAN,Health Facilities All States,Baleser,
,,CHC RAIPUR,"26.04116369974497","74.01973000033928",,,"3",EDU RAIPUR CHC,"306104",PALI,RAJASTHAN,Health Facilities All States,Raipur,
,,bhadsiya,"26.67559710022607","74.66518880042287",,,"3",PHC Bhadsiya,"341512",NAGAUR,RAJASTHAN,Health Facilities All States,Parbatsar,
,,MD Mission Campus Keshavpura Kota,"25.143615900053817","75.83523820018286",,,"3",MD Mission Nur Collage 04,"324001",KOTA,RAJASTHAN,Health Facilities All States,Urban,
,,Sarnau PHC,"24.78158940013077","71.94161600027826",,,"3",Sarnau PHC (MIX),"343040",JALOR,RAJASTHAN,Health Facilities All States,Sanchore,
,,6 A Talwandi,"25.150747999620535","75.85261200044351",,,"3",Kinker Hospital,"324002",KOTA,RAJASTHAN,Health Facilities All States,Urban,
,,Badi Khatu,"27.11611650027629","74.33015319981035",,,"3",CHC BADI KHATU,"341301",NAGAUR,RAJASTHAN,Health Facilities All States,Jayal,
,,CHC Padampur block padampur district ganganagar,"29.707549000186248","73.62565740036877",,,"3",CHC Padampur Police,"335041",GANGANAGAR,RAJASTHAN,Health Facilities All States,Padampur,
,,SMS Hospital 10 Dhanwantri 5th,"26.906066500368752","75.81510190023255",,,"3",SMS Hospital 10 Dhanwantri 5th,"302004",JAIPUR,RAJASTHAN,Health Facilities All States,Jaipur I Urban,
,,Medicentre,"24.541958000161628","73.69661549980555",,,"3",Medicentre,"313001",UDAIPUR,RAJASTHAN,Health Facilities All States,Udaipur Urban,
,,Balicha PHC,"24.344301599639152","74.232605799618",,,"3",Balicha PHC,"313604",UDAIPUR,RAJASTHAN,Health Facilities All States,Kherwara,
